;dat_reference;dat_previsao;num_termo;val_vaz_pred;val_vaz_true
1210;2016-12-03;2016-12-09;7;83,71568447849106;101,0
1211;2016-12-10;2016-12-10;1;84,07290181197448;130,0
1212;2016-12-10;2016-12-11;2;90,16530138742841;163,0
1213;2016-12-10;2016-12-12;3;111,9346376713439;154,0
1214;2016-12-10;2016-12-13;4;134,98226527363119;142,0
1215;2016-12-10;2016-12-14;5;119,39394940168664;142,0
1216;2016-12-10;2016-12-15;6;96,95367308834126;165,0
1217;2016-12-10;2016-12-16;7;90,29414054422801;195,0
1218;2016-12-17;2016-12-17;1;94,44003483496326;209,0
1219;2016-12-17;2016-12-18;2;114,65107500327784;195,0
1220;2016-12-17;2016-12-19;3;123,50633600562013;166,0
1221;2016-12-17;2016-12-20;4;107,45479057365132;140,0
1222;2016-12-17;2016-12-21;5;96,94633547916442;126,0
1223;2016-12-17;2016-12-22;6;132,39135124468507;117,0
1224;2016-12-17;2016-12-23;7;159,71584930077861;120,0
1225;2016-12-24;2016-12-24;1;151,71345357660337;123,0
1226;2016-12-24;2016-12-25;2;135,78334008804893;110,0
1227;2016-12-24;2016-12-26;3;141,7937315416158;106,0
1228;2016-12-24;2016-12-27;4;165,82124507223674;105,0
1229;2016-12-24;2016-12-28;5;194,92719877010367;101,0
1230;2016-12-24;2016-12-29;6;213,85944611180298;97,0
1231;2016-12-24;2016-12-30;7;194,1618302741559;94,0
1232;2016-12-31;2016-12-31;1;161,69577222034926;88,0
1233;2016-12-31;2017-01-01;2;138,51553019003688;83,0
1234;2016-12-31;2017-01-02;3;121,87762822112857;81,0
1235;2016-12-31;2017-01-03;4;118,16407539141244;81,0
1236;2016-12-31;2017-01-04;5;119,78790848766052;101,0
1237;2016-12-31;2017-01-05;6;117,6866676564804;126,0
1238;2016-12-31;2017-01-06;7;106,75912283482799;112,0
1239;2017-01-07;2017-01-07;1;110,00817586400437;102,0
1240;2017-01-07;2017-01-08;2;103,76165215973982;112,0
1241;2017-01-07;2017-01-09;3;101,08130371594524;142,0
1242;2017-01-07;2017-01-10;4;99,41041906575074;157,0
1243;2017-01-07;2017-01-11;5;92,44227485075231;144,0
1244;2017-01-07;2017-01-12;6;86,54985081846995;137,0
1245;2017-01-07;2017-01-13;7;82,39569542719155;153,0
1246;2017-01-14;2017-01-14;1;78,78291919397226;177,0
1247;2017-01-14;2017-01-15;2;80,7487483471497;194,0
1248;2017-01-14;2017-01-16;3;102,28033522477179;197,0
1249;2017-01-14;2017-01-17;4;123,84546841193685;221,0
1250;2017-01-14;2017-01-18;5;103,21759429497789;243,0
1251;2017-01-14;2017-01-19;6;100,90143663756207;210,0
1252;2017-01-14;2017-01-20;7;112,5753314143301;169,0
1253;2017-01-21;2017-01-21;1;145,35042297793407;157,0
